trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id
936747.0,,4023090000000000.0,,,4945.28,,,,,,,-38.902095,-114.271645,788372.0,,,-38.889849,-114.281905,1.0,3.62e+18
566016.0,,4.40097e+18,,,7850.53,,,,,,,-3.8663785,115.067332,550381.0,,,-3.876539,115.081001,1.0,-2.34e+18
615063.0,,4951880000000000.0,,,6340.55,,,,,,,36.7039035,-31.645979,411508.0,,,,-31.658643,0.0,5.73e+18
254439.0,,4944500000000000.0,,,6275.84,,,,,,,-79.8070295,-163.590162,942213.0,,,-79.792345,-163.586334,0.0,5.15e+17
528656.0,,2720380000000000.0,,,1767.67,,,,,,,45.2897005,,212886.0,,,45.299867,,1.0,6.06e+18
859846.0,,3573900000000000.0,,,4552.75,,,,,,,-66.1159485,134.062572,556006.0,,,-66.132736,134.058921,0.0,-5.91e+18
966493.0,,60443742816.0,,,9364.33,,,,,,,-39.446035,150.172028,792751.0,,,-39.447123,150.161201,0.0,-5.43e+18
326898.0,,4334410000000000.0,,,1407.04,,,,,,,-26.7434165,,387896.0,,,-26.73943,-155.316622,1.0,-4.15e+18
731203.0,,2231440000000000.0,,,6221.5,,,,,,,29.3052055,-28.014069,397048.0,,,29.318421,-28.00893,1.0,4.89e+18
399856.0,,4880500000000000.0,,,7241.17,,,,,,,80.4350785,-146.59328,709687.0,,,80.437231,-146.612827,0.0,-2.96e+16
381139.0,,6590540000000000.0,,,7275.83,,,,,,,79.30338,-12.382926,912000.0,,,79.310886,-12.38672,0.0,5.3e+18
442314.0,,4920000000000.0,,,8860.76,,,,,,,79.492333,17.088825,818689.0,,,79.501562,17.075401,0.0,6.59e+18
579183.0,,30173200000000.0,,,4149.2,,,,,,,-74.848223,-14.958361,193137.0,,,-74.864731,-14.973647,0.0,2.82e+18
459941.0,,376730000000000.0,,,4844.46,,,,,,,84.267862,55.670045,75153.0,,,84.257491,55.661381,1.0,-5.24e+18
260479.0,,4537690000000000.0,,,2748.3,,,,,,,72.9182075,-36.424384,427240.0,,,72.935822,-36.42694,1.0,7.41e+18
879896.0,,38562600000000.0,,,1878.2,,,,,,,20.2990965,5.592043,295570.0,,,20.284149,5.610276,1.0,-6.39e+18
501307.0,,3537260000000000.0,,,848.78,,,,,,,-41.943569,-34.37259,,,,-41.944743,-34.379422,0.0,5.7e+18
437812.0,,4333570000000.0,,,6317.48,,,,,,,-61.5512355,136.008529,551443.0,,,-61.567878,136.004855,0.0,-3.48e+17
562445.0,,4.42183e+18,,,,,,,,,,55.728704,59.239415,365650.0,,,55.721793,59.225796,,
356660.0,,,,,676.93,,,,,,,-24.196154,,730175.0,,,-24.201882,,1.0,
994565.0,,3507110000000000.0,,,9157.91,,,,,,,69.861613,-2.25597,421734.0,,,69.875524,-2.249935,1.0,6.53e+18
253231.0,,,,,8223.16,,,,,,,-11.3678165,-90.490415,163390.0,,,-11.350156,-90.495683,0.0,-6.47e+18
851186.0,,639094000000.0,,,9809.51,,,,,,,-55.1792845,115.994465,58424.0,,,-55.190931,116.004745,1.0,7.07e+18
214411.0,,3542570000000000.0,,,9472.65,,,,,,,62.07529,111.960232,653184.0,,,62.064701,111.955205,1.0,5.27e+18
172096.0,,30541500000000.0,,,6925.05,,,,,,,-43.796401,-167.898737,20167.0,,,-43.793736,-167.910563,0.0,-3.77e+18
602273.0,,6545940000000000.0,,,6522.83,,,,,,,,-131.601776,501109.0,,,23.251368,-131.61348,0.0,7.36e+18
458535.0,,340139000000000.0,,,6827.46,,,,,,,-24.1429685,150.262083,579161.0,,,-24.137347,150.259106,1.0,7.15e+18
764870.0,,3542500000000000.0,,,9363.93,,,,,,,-26.305154,-174.047737,,,,-26.317859,-174.063469,1.0,-4.78e+17
141603.0,,344940000000000.0,,,4552.11,,,,,,,-38.605023,-151.654015,584897.0,,,-38.592074,-151.671776,0.0,-7.3e+18
167447.0,,,,,6434.21,,,,,,,-54.226763,-114.242605,340004.0,,,-54.244702,-114.248365,1.0,6.41e+18
547650.0,,4.33354e+18,,,7808.89,,,,,,,25.2287595,-39.521415,872911.0,,,25.246856,-39.50202,0.0,7.08e+18
942161.0,,576517000000.0,,,9918.18,,,,,,,-50.0006625,-37.046619,36426.0,,,-50.018401,-37.053087,0.0,-7.36e+18
586378.0,,3550770000000000.0,,,1149.95,,,,,,,-68.5700725,-25.218484,868094.0,,,-68.572433,-25.212044,0.0,-8.37e+18
970970.0,,,,,4346.33,,,,,,,,-26.465376,276638.0,,,24.399995,,0.0,1.03e+18
160941.0,,374027000000000.0,,,1085.91,,,,,,,,-109.871435,653224.0,,,-70.578795,-109.855681,0.0,-7.9e+18
860939.0,,4.17203e+18,,,5470.96,,,,,,,-34.959823,-73.106223,989642.0,,,-34.942337,-73.091922,1.0,4.39e+18
220098.0,,378907000000000.0,,,7481.89,,,,,,,-32.0779085,150.270102,960173.0,,,-32.066584,150.264706,0.0,-2.18e+18
624221.0,,4.03001e+18,,,1869.38,,,,,,,40.7194355,51.282005,532874.0,,,40.73385,,1.0,-8.46e+18
245338.0,,2257620000000000.0,,,8156.97,,,,,,,1.4086705,90.460651,555803.0,,,1.394847,90.480218,0.0,7.72e+18
370509.0,,4900130000000.0,,,5730.37,,,,,,,-22.634171,63.49368,772581.0,,,-22.617303,63.498309,1.0,-3.51e+18
545857.0,,30593300000000.0,,,7391.11,,,,,,,32.2328955,61.340184,962994.0,,,32.232252,61.34829,1.0,-6.6e+18
,,5188880000000000.0,,,9560.09,,,,,,,64.514433,-89.676665,932095.0,,,64.506493,-89.683451,0.0,2.43e+18
567578.0,,3584640000000000.0,,,4225.45,,,,,,,19.5474055,-37.965888,804896.0,,,19.543969,-37.974026,0.0,4.73e+18
717469.0,,371549000000000.0,,,2754.94,,,,,,,83.385745,-132.687598,520896.0,,,83.400363,-132.681485,0.0,-8.66e+18
937259.0,,3568230000000000.0,,,4702.0,,,,,,,-26.952317,103.089541,245535.0,,,-26.941662,103.085169,0.0,5.47e+18
671845.0,,4.89569e+18,,,2000.4,,,,,,,7.312827,-171.304687,624089.0,,,7.316318,-171.315548,1.0,7.3e+18
429496.0,,4395010000000000.0,,,432.21,,,,,,,24.3517755,17.587026,542482.0,,,24.352149,17.596874,1.0,-6.37e+18
941583.0,,4.79772e+18,,,5479.84,,,,,,,33.9049275,-143.357776,,,,33.91449,-143.374157,1.0,-4.47e+18
535677.0,,5352400000000000.0,,,1980.75,,,,,,,85.6327695,-149.918241,566056.0,,,85.649385,-149.920825,1.0,-3.47e+18
633825.0,,4809450000000000.0,,,3859.14,,,,,,,-57.638663,-119.590901,555601.0,,,-57.645109,-119.609513,1.0,
560103.0,,4965790000000.0,,,2714.89,,,,,,,51.7422085,-18.060086,334278.0,,,51.726438,-18.05395,0.0,3.24e+18
637925.0,,3509940000000000.0,,,5545.06,,,,,,,-31.1518735,-94.454599,644385.0,,,-31.168637,-94.450294,0.0,-2.09e+18
698971.0,,4.44762e+18,,,7391.58,,,,,,,62.558773,-65.773914,21235.0,,,62.573453,-65.789444,0.0,-3.46e+18
596098.0,,6011110000000000.0,,,4680.19,,,,,,,11.3734685,85.654722,113895.0,,,,85.653218,1.0,6.12e+17
883687.0,,348105000000000.0,,,7629.93,,,,,,,-21.869776,119.270024,412215.0,,,,119.279956,0.0,-8.42e+18
652042.0,,4.56922e+18,,,7293.97,,,,,,,82.109083,-63.194746,804888.0,,,82.117448,,1.0,3.73e+18
954667.0,,341097000000000.0,,,3702.2,,,,,,,41.3165765,52.765368,675604.0,,,41.315856,52.777245,0.0,5.04e+18
184746.0,,180099000000000.0,,,6378.34,,,,,,,,122.135769,225042.0,,,-62.492607,122.117491,,-2.05e+18
437343.0,,4854860000000000.0,,,9815.23,,,,,,,-37.108358,11.76196,297665.0,,,,11.745705,0.0,-8.86e+18
108047.0,,501893000000.0,,,2828.15,,,,,,,-80.6362715,-179.382674,,,,-80.638853,-179.388975,0.0,-7.06e+18
967088.0,,372904000000000.0,,,,,,,,,,10.7406925,31.003317,571784.0,,,10.75259,30.985071,0.0,-3.52e+18
,,6555570000000000.0,,,4343.1,,,,,,,58.8204605,126.183802,270031.0,,,,126.203165,1.0,2.67e+18
550679.0,,676308000000.0,,,9124.27,,,,,,,,156.939265,978399.0,,,,156.944576,1.0,2.1e+18
140648.0,,4.51298e+18,,,,,,,,,,-55.494977,22.148528,230767.0,,,-55.499085,22.147907,1.0,-6.18e+18
287262.0,,3505420000000000.0,,,848.98,,,,,,,-11.0172305,26.966537,676529.0,,,-10.998109,26.969267,1.0,-7.6e+18
,,576647000000.0,,,7522.15,,,,,,,-13.2563225,,886606.0,,,-13.241813,-65.75791,0.0,-2.44e+18
112848.0,,4864800000000000.0,,,657.18,,,,,,,-70.279797,-31.031713,49986.0,,,-70.28452,-31.03677,0.0,-9.08e+16
525195.0,,348354000000000.0,,,7774.54,,,,,,,-13.179847,-51.270283,112136.0,,,-13.162916,-51.286229,1.0,5.34e+18
863642.0,,2263310000000000.0,,,2902.48,,,,,,,-28.6331755,149.7536,378228.0,,,,149.739846,1.0,-3.32e+18
817229.0,,4.60858e+18,,,896.17,,,,,,,15.694804,-176.500636,433337.0,,,15.680376,,0.0,-5.58e+18
352667.0,,4392800000000000.0,,,919.1,,,,,,,73.822258,,167648.0,,,73.83504,-60.042098,1.0,-5.84e+18
133245.0,,3595870000000000.0,,,5872.62,,,,,,,-62.658987,152.606508,427380.0,,,-62.672345,,1.0,-9.39e+17
871048.0,,4.69813e+18,,,7724.33,,,,,,,-29.648039,-105.056072,265978.0,,,-29.633082,-105.050138,1.0,8.78e+18
114571.0,,180003000000000.0,,,4218.36,,,,,,,-25.428324,172.292314,705525.0,,,-25.434908,172.283027,0.0,2.82e+18
407760.0,,,,,6056.75,,,,,,,-83.135611,29.291631,567794.0,,,-83.130975,29.286293,0.0,-6.35e+18
557962.0,,,,,4965.38,,,,,,,-76.7842845,66.423792,226389.0,,,-76.795101,66.435481,1.0,-7.55e+18
710574.0,,503822000000.0,,,4904.35,,,,,,,,69.275016,382282.0,,,27.341942,69.271678,0.0,5.89e+18
,,30132400000000.0,,,9991.71,,,,,,,13.767819,110.262203,293615.0,,,13.767441,110.268989,0.0,-3.71e+17
874532.0,,,,,8495.58,,,,,,,-10.7849735,-121.971546,670532.0,,,-10.788464,-121.95303,1.0,1.62e+18
,,30026900000000.0,,,3222.85,,,,,,,-26.754701,34.009787,79559.0,,,-26.741054,33.99895,0.0,3.21e+18
836578.0,,3510160000000000.0,,,8617.28,,,,,,,-81.248745,170.585568,196294.0,,,-81.250013,,0.0,-8.79e+18
706324.0,,676268000000.0,,,,,,,,,,32.520798,-160.243482,815265.0,,,32.536863,-160.261092,0.0,-9.56e+17
738792.0,,3591090000000000.0,,,,,,,,,,-42.0853325,-136.372066,512919.0,,,-42.07118,-136.363069,,3.51e+18
739708.0,,502095000000.0,,,6433.91,,,,,,,45.1500135,-103.295412,781490.0,,,45.165425,-103.313245,0.0,
222062.0,,213142000000000.0,,,9542.03,,,,,,,,-0.817084,406835.0,,,-67.156836,-0.803825,1.0,6.35e+18
748043.0,,3535110000000000.0,,,3167.64,,,,,,,21.40751,0.453723,255371.0,,,21.403584,0.444523,1.0,
359954.0,,180029000000000.0,,,4101.21,,,,,,,-48.3484575,,23846.0,,,-48.34103,41.24107,,-2.1e+18
892730.0,,4650940000000.0,,,527.67,,,,,,,-51.9661175,111.958061,35982.0,,,-51.953659,111.962611,1.0,-9.32e+17
,,4738000000000000.0,,,3232.09,,,,,,,-86.889672,-50.616833,944310.0,,,-86.874279,-50.623523,0.0,8.68e+18
509328.0,,,,,4627.63,,,,,,,-19.240121,,113013.0,,,,-37.78538,1.0,3.73e+18
968744.0,,630428000000.0,,,5858.02,,,,,,,30.6938405,-93.76729,149366.0,,,30.691637,-93.779649,0.0,-1.22e+18
544662.0,,4359040000000000.0,,,,,,,,,,25.8978545,108.764442,89957.0,,,25.899469,108.758224,1.0,1.71e+18
502996.0,,,,,8665.24,,,,,,,59.3852425,-176.857351,138672.0,,,59.36964,-176.859128,1.0,
549430.0,,3596270000000000.0,,,8463.53,,,,,,,33.9828845,-89.27436,320937.0,,,33.970497,-89.265075,1.0,1.7e+18
130325.0,,2258710000000000.0,,,2757.23,,,,,,,-58.619038,40.449453,468509.0,,,-58.632709,40.455982,0.0,-8.37e+18
430702.0,,3567280000000000.0,,,4161.05,,,,,,,-53.455453,56.605611,831320.0,,,-53.464004,56.591942,0.0,-8.44e+18
306359.0,,373090000000000.0,,,3994.42,,,,,,,24.888214,134.169006,213571.0,,,24.892997,134.165852,1.0,-2.79e+18
329433.0,,4953160000000000.0,,,6542.38,,,,,,,56.3587755,-119.497228,,,,56.347241,-119.479147,0.0,1.06e+18
719851.0,,4265290000000000.0,,,2666.1,,,,,,,40.981965,40.731949,914896.0,,,41.001381,,1.0,3.25e+18
821745.0,,4693780000000000.0,,,9381.69,,,,,,,17.570029,96.369442,233543.0,,,17.560688,96.379832,1.0,6.36e+18
125683.0,,6011750000000000.0,,,9134.47,,,,,,,-79.7860845,105.933647,581269.0,,,-79.798247,105.946501,1.0,-6.87e+18
813386.0,,30531800000000.0,,,1832.31,,,,,,,34.8691555,178.654543,147552.0,,,34.866558,178.647336,0.0,-5.83e+18
160414.0,,370187000000000.0,,,8780.01,,,,,,,-74.178235,,902304.0,,,-74.172501,7.165599,0.0,-8.55e+18
909502.0,,30361400000000.0,,,2426.69,,,,,,,82.5193815,-141.268386,446007.0,,,,-141.260374,1.0,-3.38e+18
578568.0,,6011360000000000.0,,,246.6,,,,,,,-49.282388,-110.991343,,,,-49.263048,-110.995669,0.0,-2.1e+18
392546.0,,4645070000000000.0,,,9099.9,,,,,,,26.1388765,49.388176,81549.0,,,26.130246,49.370803,,-7.02e+18
126473.0,,2298870000000000.0,,,2764.51,,,,,,,83.8086205,32.348195,105157.0,,,83.789768,32.340151,1.0,7.11e+18
610441.0,,564752000000.0,,,9026.64,,,,,,,-56.494941,,507588.0,,,-56.514756,-178.717955,,-2.48e+18
838516.0,,3595200000000000.0,,,651.23,,,,,,,-66.8816995,-139.159171,268427.0,,,-66.899241,-139.157122,0.0,2.07e+17
775476.0,,4.12477e+18,,,5201.98,,,,,,,84.272061,-127.070182,1341.0,,,84.279816,-127.08589,0.0,4.5e+18
766541.0,,4416480000000000.0,,,442.45,,,,,,,74.465897,-69.805815,501931.0,,,74.455758,-69.797931,0.0,8.22e+18
855935.0,,4.49124e+18,,,8283.43,,,,,,,63.0725465,123.043425,582051.0,,,63.072422,123.059551,0.0,2.09e+18
116952.0,,180068000000000.0,,,5764.62,,,,,,,-26.13759,34.845801,182456.0,,,-26.132726,34.848524,0.0,6.68e+18
125736.0,,4729600000000.0,,,774.15,,,,,,,61.2310605,,732559.0,,,61.247111,25.391907,,-6.6e+18
754042.0,,36031800000000.0,,,8125.61,,,,,,,,,269145.0,,,16.725591,,,-4.51e+18
166214.0,,213157000000000.0,,,6240.05,,,,,,,42.7232025,98.165439,491563.0,,,42.713015,98.175583,0.0,-7.5e+18
339665.0,,501879000000.0,,,1413.79,,,,,,,-37.9584135,151.648425,778106.0,,,-37.97643,151.666096,1.0,2.61e+18
428816.0,,4.69047e+18,,,1996.61,,,,,,,82.649651,75.666725,437842.0,,,82.662269,75.65859,1.0,3.51e+18
827339.0,,4437330000000000.0,,,5528.56,,,,,,,64.9670475,34.124252,339372.0,,,64.976007,34.127059,0.0,-2.88e+18
890582.0,,4834530000000000.0,,,485.12,,,,,,,13.0996585,-23.058285,747188.0,,,13.11187,-23.057693,1.0,5.34e+18
,,501820000000.0,,,1169.44,,,,,,,-42.257526,57.009838,498758.0,,,-42.256616,57.007377,0.0,-3.25e+17
862470.0,,4.2644e+18,,,7692.08,,,,,,,-54.0754925,-19.803035,,,,-54.061989,,0.0,-8.95e+18
806533.0,,4.36449e+18,,,1629.05,,,,,,,-6.816824,169.093455,759802.0,,,-6.797808,169.109367,1.0,9.69e+17
808067.0,,213130000000000.0,,,6051.44,,,,,,,58.296843,-19.985214,937471.0,,,58.308673,-19.980573,,3.78e+18
566626.0,,3538540000000000.0,,,303.59,,,,,,,,-144.799118,525150.0,,,71.342753,-144.803082,0.0,-5.49e+18
688760.0,,346621000000000.0,,,691.58,,,,,,,-45.95505,30.50774,793173.0,,,-45.943514,30.512867,0.0,5.36e+17
251607.0,,4.07192e+18,,,,,,,,,,-72.013573,-32.365629,967215.0,,,-72.026471,-32.352207,1.0,
281485.0,,213159000000000.0,,,4711.26,,,,,,,19.672504,-148.556537,627041.0,,,19.68338,-148.553051,0.0,-4.61e+18
260033.0,,582338000000.0,,,9457.62,,,,,,,53.296169,86.947904,566675.0,,,53.279906,86.92878,1.0,-7.75e+18
208764.0,,630444000000.0,,,6171.54,,,,,,,65.3211515,-150.752566,548414.0,,,65.330289,-150.739774,1.0,6.55e+18
427532.0,,3555240000000000.0,,,4215.99,,,,,,,-78.5502775,125.355303,875043.0,,,-78.544741,125.365457,1.0,-7.96e+18
,,30487200000000.0,,,1531.84,,,,,,,-4.336827,4.358267,166821.0,,,-4.340349,4.344581,1.0,-6.93e+18
485359.0,,30285700000000.0,,,5628.53,,,,,,,-33.086309,35.406895,341336.0,,,-33.096848,35.425677,0.0,2.85e+18
941247.0,,4481120000000.0,,,3980.61,,,,,,,-6.347741,-60.029472,186019.0,,,-6.351083,,1.0,8.59e+17
452988.0,,,,,6260.92,,,,,,,,108.28099,293717.0,,,-81.356121,108.275522,0.0,8.9e+18
391661.0,,30360400000000.0,,,555.14,,,,,,,67.1902255,-56.698176,353824.0,,,67.200348,-56.68472,0.0,
379263.0,,2710970000000000.0,,,,,,,,,,38.089848,-174.012083,912275.0,,,38.077011,-173.994577,1.0,-6.1e+18
197372.0,,4809190000000000.0,,,3045.36,,,,,,,27.0996105,-142.194932,949279.0,,,27.097136,-142.195563,1.0,7.46e+18
243088.0,,5582440000000000.0,,,9665.98,,,,,,,-10.821893,135.031546,583834.0,,,-10.840025,135.017901,1.0,2.33e+18
908171.0,,4572010000000000.0,,,,,,,,,,70.8214935,50.37111,666833.0,,,70.810522,50.374912,1.0,2.36e+18
530518.0,,3540020000000000.0,,,4882.04,,,,,,,47.1203275,127.141474,997881.0,,,47.104941,,0.0,-3.71e+18
578852.0,,6011930000000000.0,,,9533.99,,,,,,,-75.0973215,-147.309044,617302.0,,,-75.097709,-147.312625,,6.98e+18
787084.0,,4561700000000.0,,,6183.41,,,,,,,-15.43423,80.516745,,,,-15.437744,80.526267,0.0,-3.55e+18
,,4066390000000.0,,,8429.89,,,,,,,37.173679,,898891.0,,,37.169949,,1.0,8.08e+18
326747.0,,344831000000000.0,,,3942.49,,,,,,,45.37465,0.140855,767597.0,,,45.363545,0.13021,0.0,-5.59e+18
807528.0,,,,,9269.47,,,,,,,-24.5214635,-153.887098,665569.0,,,-24.52626,-153.879791,0.0,-3.39e+18
,,3564570000000000.0,,,5160.22,,,,,,,79.6773275,-19.590298,969504.0,,,79.681006,-19.601818,1.0,-3.11e+18
877225.0,,6567450000000000.0,,,816.64,,,,,,,-51.8555985,-127.296335,,,,-51.849714,-127.281089,0.0,-7.05e+18
473070.0,,2720770000000000.0,,,306.86,,,,,,,-27.738286,-151.125462,238103.0,,,-27.74112,,0.0,2.98e+17
627402.0,,,,,6166.86,,,,,,,60.1012205,70.469931,541907.0,,,60.101962,70.477302,,8.7e+18
339537.0,,3582160000000000.0,,,7832.3,,,,,,,,-0.835097,193749.0,,,7.578263,-0.828614,1.0,2.12e+18
700312.0,,6011060000000000.0,,,5422.67,,,,,,,-50.9077695,-121.669946,11398.0,,,-50.899625,-121.658338,1.0,-3.15e+18
200202.0,,3549800000000000.0,,,,,,,,,,54.116407,-116.675407,477484.0,,,54.130034,-116.684024,,7.24e+18
899756.0,,30314400000000.0,,,2266.66,,,,,,,-5.0962085,47.765325,,,,-5.082805,47.752476,0.0,6.08e+18
413126.0,,4.73629e+18,,,8582.92,,,,,,,12.2288225,125.813807,123975.0,,,12.212805,125.821014,1.0,-4.72e+18
144561.0,,,,,3723.02,,,,,,,6.6128435,,937692.0,,,6.627507,-55.30037,0.0,-4.48e+18
313178.0,,3595990000000000.0,,,612.87,,,,,,,-89.340681,-68.394239,280749.0,,,-89.347238,,0.0,-7.27e+18
949982.0,,503877000000.0,,,8109.67,,,,,,,-67.0551705,-52.566828,246216.0,,,-67.049856,-52.560239,1.0,2.48e+18
127119.0,,,,,6484.06,,,,,,,-84.009312,168.904703,953004.0,,,-84.005288,168.890727,1.0,-3.04e+18
186729.0,,4.35951e+18,,,5058.47,,,,,,,36.5531065,42.297399,413714.0,,,,42.283216,1.0,3.18e+18
554179.0,,213193000000000.0,,,7197.45,,,,,,,,-101.462696,139197.0,,,28.065675,-101.478743,1.0,7.56e+18
327475.0,,4311650000000000.0,,,1353.92,,,,,,,36.1922615,-154.414368,490669.0,,,36.183922,-154.429181,1.0,2.95e+18
487241.0,,2293220000000000.0,,,4391.82,,,,,,,88.2481055,22.117729,758935.0,,,88.234357,22.097816,1.0,-6.74e+18
573533.0,,6528440000000000.0,,,4261.55,,,,,,,67.424967,,70927.0,,,67.416065,91.725608,0.0,-6.64e+18
205145.0,,676392000000.0,,,8351.89,,,,,,,-74.784024,-50.237095,325608.0,,,-74.774943,-50.21992,0.0,-3.65e+18
923782.0,,502044000000.0,,,4464.46,,,,,,,72.771958,-169.335839,654547.0,,,72.758698,-169.340416,1.0,-7.8e+18
189371.0,,4.0382e+18,,,2182.57,,,,,,,70.7860745,-113.689162,75324.0,,,70.794728,-113.698913,1.0,
395356.0,,180050000000000.0,,,4729.83,,,,,,,16.577231,89.057079,748065.0,,,16.564806,,1.0,
879804.0,,4.11549e+18,,,9320.06,,,,,,,36.2006645,-163.276871,857495.0,,,36.220603,-163.29496,0.0,7.73e+18
132520.0,,4398600000000000.0,,,3398.22,,,,,,,0.320651,144.789181,351603.0,,,0.314956,144.780802,1.0,8.85e+18
,,4.08825e+18,,,1510.65,,,,,,,-70.9188375,,231475.0,,,-70.923986,-37.205543,1.0,-7.29e+18
333120.0,,,,,4709.32,,,,,,,64.45193,89.13825,87982.0,,,64.469652,89.122063,0.0,-1.26e+18
910947.0,,30509100000000.0,,,,,,,,,,41.581835,59.241061,189594.0,,,41.590518,59.221978,0.0,-6.8e+18
547724.0,,5363840000000000.0,,,4013.77,,,,,,,-21.5656345,-84.972519,610770.0,,,-21.576412,-84.972834,0.0,-5.44e+18
214610.0,,2660430000000000.0,,,7355.21,,,,,,,76.3894615,-153.502534,645936.0,,,76.399412,-153.492279,0.0,7.51e+18
170534.0,,4885890000000000.0,,,6855.9,,,,,,,-17.3948205,-117.901053,,,,-17.393029,-117.914918,1.0,-1.98e+18
750489.0,,342962000000000.0,,,5938.58,,,,,,,54.08537,-11.758579,707612.0,,,54.076879,-11.743452,0.0,
303211.0,,639060000000.0,,,1293.48,,,,,,,31.5610265,-109.769799,158863.0,,,31.564898,-109.760568,1.0,3.35e+18
843197.0,,2240640000000000.0,,,2910.66,,,,,,,33.5312955,,803460.0,,,33.519339,151.731164,0.0,8.51e+18
320522.0,,2289840000000000.0,,,7669.51,,,,,,,17.053345,-155.452622,488273.0,,,17.046968,-155.461905,0.0,4.42e+18
343242.0,,180053000000000.0,,,6719.18,,,,,,,-13.97801,-112.564946,259609.0,,,-13.981838,-112.561832,0.0,9.12e+17
983798.0,,4736030000000000.0,,,310.13,,,,,,,-58.3978105,-164.459701,719654.0,,,-58.400308,-164.46376,0.0,-1.11e+18
943906.0,,3549020000000000.0,,,4255.08,,,,,,,-5.4664755,-86.147775,70837.0,,,-5.482578,-86.13119,0.0,-4.6e+18
857730.0,,30407800000000.0,,,,,,,,,,12.0542575,-173.857835,465662.0,,,12.068333,-173.877534,0.0,3.25e+18
903301.0,,30571500000000.0,,,7630.56,,,,,,,87.7896635,-24.225963,688864.0,,,87.803275,-24.220801,1.0,8.18e+18
774980.0,,3556650000000000.0,,,7293.76,,,,,,,,-60.030088,13942.0,,,64.554245,-60.030499,1.0,-1.31e+18
